Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
0019-EFAEP,Female,32,0,0,La Mesa,91942,32.782501220703125,-117.01611328125,0,72,Offer A,1,2.25,1,1,Fiber Optic,16,1,1,1,0,1,0,0,1,Two Year,1,Bank Withdrawal,101.30000305175781,7261.25,0,0,162,7423.25,Stayed,NULL,NULL
0019-GFNTW,Female,39,0,0,Los Olivos,93441,34.704341888427734,-120.02609252929688,0,56,None,0,NULL,NULL,1,DSL,19,1,1,1,1,0,0,0,1,Two Year,0,Bank Withdrawal,45.04999923706055,2560.10009765625,0,0,0,2560.10009765625,Stayed,NULL,NULL
0020-INWCK,Female,58,1,2,Woodlake,93286,36.46463394165039,-119.09434509277344,9,71,Offer A,1,27.260000228881836,1,1,Fiber Optic,12,0,1,1,0,0,1,1,1,Two Year,1,Credit Card,95.75,6849.39990234375,0,0,1935.4599609375,8784.8603515625,Stayed,NULL,NULL
0020-JDNXP,Female,52,1,1,Point Reyes Station,94956,38.060264587402344,-122.83064270019531,0,34,None,0,NULL,NULL,1,DSL,20,1,0,1,1,1,1,1,1,One Year,0,Credit Card,61.25,1993.199951171875,0,0,0,1993.199951171875,Stayed,NULL,NULL
0021-IKXGC,Female,72,0,0,San Marcos,92078,33.11902618408203,-117.1660385131836,0,1,Offer E,1,7.769999980926514,1,1,Fiber Optic,22,0,0,0,0,0,0,0,1,One Year,1,Bank Withdrawal,72.0999984741211,72.0999984741211,0,0,7.769999980926514,79.87000274658203,Joined,NULL,NULL
0022-TCJCI,Male,79,0,0,Daly City,94015,37.680843353271484,-122.48130798339844,0,45,None,1,10.670000076293945,0,1,DSL,17,1,0,1,0,0,1,0,1,One Year,0,Credit Card,62.70000076293945,2791.5,0,0,480.1499938964844,3271.64990234375,Churned,Dissatisfaction,Limited range of services
0023-HGHWL,Male,67,0,0,Morgan Hill,95037,37.16154479980469,-121.64936828613281,0,1,None,0,NULL,NULL,1,Cable,9,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,25.100000381469727,25.100000381469727,0,0,0,25.100000381469727,Churned,Competitor,Competitor made better offer
0023-UYUPN,Female,79,1,0,Ahwahnee,93601,37.375816345214844,-119.73993682861328,0,50,None,1,31.43000030517578,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,One Year,0,Bank Withdrawal,25.200000762939453,1306.300048828125,0,0,1571.5,2877.800048828125,Stayed,NULL,NULL
0023-XUOPT,Female,26,1,0,Carnelian Bay,96140,39.22743225097656,-120.09180450439453,1,13,None,1,43.560001373291016,1,1,Fiber Optic,52,0,1,1,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,94.0999984741211,1215.5999755859375,0,0,566.280029296875,1781.8800048828125,Churned,Other,Don't know
0027-KWYKW,Female,30,1,2,Alpaugh,93201,35.869625091552734,-119.49877166748047,1,23,Offer D,1,34.90999984741211,1,1,Fiber Optic,30,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,83.75,1849.949951171875,0,0,802.9299926757812,2652.8798828125,Stayed,NULL,NULL
0030-FNXPP,Female,22,0,0,Keeler,93530,36.56049728393555,-117.96246337890625,0,3,None,1,3.119999885559082,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,0,Credit Card,19.850000381469727,57.20000076293945,0,0,9.359999656677246,66.55999755859375,Joined,NULL,NULL
0031-PVLZI,Female,34,1,0,Korbel,95550,40.7666015625,-123.80458068847656,0,4,Offer E,1,12.430000305175781,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,0,Credit Card,20.350000381469727,76.3499984741211,0,0,49.720001220703125,126.06999969482422,Churned,Price,Long distance charges
0032-PGELS,Female,37,1,1,Palomar Mountain,92060,33.309852600097656,-116.82308959960938,1,1,None,0,NULL,NULL,1,DSL,19,1,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,30.5,30.5,0,0,0,30.5,Churned,Attitude,Attitude of service provider
0036-IHMOT,Female,37,1,3,Parlier,93648,36.62223815917969,-119.52112579345703,10,55,None,1,35.040000915527344,0,1,Fiber Optic,57,0,1,1,1,1,1,1,0,One Year,1,Bank Withdrawal,103.69999694824219,5656.75,0,20,1927.199951171875,7603.9501953125,Stayed,NULL,NULL
0040-HALCW,Male,42,1,3,Modesto,95358,37.612613677978516,-121.10856628417969,3,54,None,1,19.700000762939453,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Credit Card,20.399999618530273,1090.5999755859375,0,0,1063.800048828125,2154.39990234375,Stayed,NULL,NULL
0042-JVWOJ,Male,64,0,0,Glen Ellen,95442,38.368743896484375,-122.52264404296875,0,26,Offer C,1,37.70000076293945,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,One Year,1,Bank Withdrawal,19.600000381469727,471.8500061035156,21.25,0,980.2000122070312,1430.800048828125,Stayed,NULL,NULL
0042-RLHYP,Female,47,1,3,Eureka,95503,40.737430572509766,-124.10889434814453,5,69,None,1,38.38999938964844,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Bank Withdrawal,19.700000762939453,1396.9000244140625,0,0,2648.909912109375,4045.81005859375,Stayed,NULL,NULL
0048-LUMLS,Male,23,1,3,Moss Beach,94038,37.51555633544922,-122.50231170654297,1,37,Offer C,1,43.0099983215332,0,1,Fiber Optic,51,0,0,0,0,1,1,1,1,One Year,0,Credit Card,91.19999694824219,3247.550048828125,0,0,1591.3699951171875,4838.919921875,Stayed,NULL,NULL
0048-PIHNL,Female,48,1,0,Los Angeles,90058,34.001617431640625,-118.22227478027344,5,49,Offer B,1,49.58000183105469,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,One Year,0,Bank Withdrawal,20.450000762939453,900.9000244140625,0,0,2429.419921875,3330.320068359375,Stayed,NULL,NULL
0052-DCKON,Male,28,1,0,Los Angeles,90063,34.04426956176758,-118.18523406982422,9,66,None,1,43.77000045776367,1,1,Fiber Optic,41,1,1,1,1,1,1,1,1,One Year,0,Bank Withdrawal,-2,7942.14990234375,0,0,2888.820068359375,10830.9697265625,Stayed,NULL,NULL
0052-YNYOT,Female,28,0,0,Calexico,92231,32.69065475463867,-115.43122863769531,0,67,None,1,23.1200008392334,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,One Year,0,Bank Withdrawal,20.549999237060547,1343.4000244140625,30.530000686645508,0,1549.0400390625,2861.909912109375,Stayed,NULL,NULL
0056-EPFBG,Male,33,1,1,Redding,96003,40.677650451660156,-122.29467010498047,4,20,None,0,NULL,NULL,1,Cable,22,1,0,1,1,0,0,0,1,Two Year,1,Credit Card,39.400001525878906,825.4000244140625,0,0,0,825.4000244140625,Stayed,NULL,NULL
0057-QBUQH,Female,31,0,3,San Martin,95046,37.08469772338867,-121.60641479492188,0,43,None,1,30.639999389648438,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,1,Bank Withdrawal,25.100000381469727,1070.1500244140625,0,0,1317.52001953125,2387.669921875,Stayed,NULL,NULL
0058-EVZWM,Female,37,1,0,Stockton,95209,38.04452133178711,-121.3480453491211,2,55,Offer B,1,5.079999923706055,1,1,Fiber Optic,9,1,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,89.80000305175781,4959.60009765625,0,0,279.3999938964844,5239,Stayed,NULL,NULL
0060-FUALY,Female,60,1,0,Los Angeles,90003,33.96413040161133,-118.27278137207031,4,59,Offer B,1,16.389999389648438,1,1,Fiber Optic,14,1,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,94.75,5597.64990234375,0,0,967.010009765625,6564.66015625,Stayed,NULL,NULL
0064-SUDOG,Female,48,1,3,Huntington Park,90255,33.978031158447266,-118.2171401977539,3,12,None,1,19.280000686645508,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Bank Withdrawal,20.299999237060547,224.5,0,0,231.36000061035156,455.8599853515625,Stayed,NULL,NULL
0064-YIJGF,Male,60,1,3,Yermo,92398,35.01329803466797,-116.83409118652344,7,27,Offer C,1,25.260000228881836,1,1,Fiber Optic,23,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.75,1929,0,0,682.02001953125,2611.02001953125,Stayed,NULL,NULL
0067-DKWBL,Male,69,0,0,San Diego,92129,32.961063385009766,-117.13491821289062,0,2,None,1,43.9900016784668,0,1,DSL,27,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.25,91.0999984741211,0,0,87.9800033569336,179.0800018310547,Churned,Competitor,Competitor made better offer
0068-FIGTF,Female,20,0,0,Fremont,94539,37.51679229736328,-121.89911651611328,0,27,Offer C,1,48.90999984741211,0,1,DSL,59,0,1,1,1,1,1,1,1,One Year,0,Credit Card,78.19999694824219,2078.949951171875,0,0,1320.5699462890625,3399.52001953125,Stayed,NULL,NULL
0071-NDAFP,Male,31,1,3,Santa Rosa,95405,38.439697265625,-122.66881561279297,1,25,None,1,23.690000534057617,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Two Year,0,Credit Card,25.5,630.5999755859375,44.41999816894531,0,592.25,1178.4300537109375,Stayed,NULL,NULL
0074-HDKDG,Male,46,1,0,San Jose,95126,37.32706832885742,-121.91681671142578,5,25,None,1,6.449999809265137,0,1,Cable,19,1,1,1,0,0,0,0,1,One Year,1,Bank Withdrawal,61.599998474121094,1611,44.900001525878906,0,161.25,1727.3499755859375,Stayed,NULL,NULL
0076-LVEPS,Male,57,0,1,Tujunga,91042,34.296573638916016,-118.24484252929688,0,29,None,0,NULL,NULL,1,DSL,21,1,1,1,1,0,0,0,1,Month-to-Month,1,Credit Card,45,1242.449951171875,12.260000228881836,0,0,1230.18994140625,Stayed,NULL,NULL
0078-XZMHT,Male,19,1,0,Visalia,93291,36.39177703857422,-119.37284088134766,5,72,None,1,32.36000061035156,1,1,DSL,52,0,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,85.1500015258789,6316.2001953125,0,0,2329.919921875,8646.1201171875,Stayed,NULL,NULL
0080-EMYVY,Female,64,0,0,Lodi,95240,38.12354278564453,-121.1590805053711,0,14,None,1,24.040000915527344,0,1,Cable,12,0,1,0,0,0,0,0,1,One Year,0,Credit Card,51.45000076293945,727.8499755859375,0,0,336.55999755859375,1064.4100341796875,Stayed,NULL,NULL
0080-OROZO,Female,38,0,0,El Portal,95318,37.6545524597168,-119.82298278808594,0,35,Offer C,1,36.41999816894531,0,1,Fiber Optic,2,0,0,1,1,1,1,1,1,One Year,1,Bank Withdrawal,99.25,3532,0,0,1274.699951171875,4806.7001953125,Stayed,NULL,NULL
0082-LDZUE,Male,54,0,0,Calistoga,94515,38.62961959838867,-122.59321594238281,0,1,Offer E,1,42.95000076293945,0,1,DSL,9,0,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,44.29999923706055,44.29999923706055,0,0,42.95000076293945,87.25,Joined,NULL,NULL
0082-OQIQY,Male,50,0,0,Farmington,95230,37.95696258544922,-120.86305236816406,0,29,None,1,2.049999952316284,0,1,Fiber Optic,17,0,0,0,1,1,1,1,0,Month-to-Month,1,Bank Withdrawal,94.19999694824219,2607.60009765625,0,20,59.45000076293945,2687.050048828125,Stayed,NULL,NULL
0083-PIVIK,Male,25,0,0,Tulelake,96134,41.81352233886719,-121.49266815185547,0,64,None,1,5.489999771118164,1,1,DSL,69,1,1,1,1,1,0,0,0,One Year,0,Bank Withdrawal,81.25,5567.5498046875,0,40,351.3599853515625,5958.91015625,Stayed,NULL,NULL
0089-IIQKO,Female,35,1,3,Coleville,96107,38.4252815246582,-119.47573852539062,1,39,None,1,24.3799991607666,1,1,Fiber Optic,53,0,0,0,1,1,1,1,1,Month-to-Month,1,Credit Card,99.94999694824219,3767.39990234375,0,0,950.8200073242188,4718.22021484375,Stayed,NULL,NULL
0093-EXYQL,Female,72,0,0,Ojai,93023,34.58130645751953,-118.93194580078125,0,40,None,1,44.13999938964844,0,1,Fiber Optic,23,0,0,0,0,1,1,0,1,Two Year,1,Bank Withdrawal,91.55000305175781,3673.60009765625,0,0,1765.5999755859375,5439.2001953125,Stayed,NULL,NULL
0093-XWZFY,Male,51,0,0,Desert Hot Springs,92241,33.83279800415039,-116.2509765625,0,40,None,1,37.689998626708984,1,1,Fiber Optic,15,0,1,1,0,1,1,1,1,Month-to-Month,1,Credit Card,104.5,4036.85009765625,0,0,1507.5999755859375,5544.4501953125,Churned,Competitor,Competitor had better devices
0094-OIFMO,Female,78,0,1,North Hollywood,91605,34.20729446411133,-118.4000244140625,0,11,Offer D,1,11.59000015258789,0,1,Fiber Optic,29,0,1,0,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,95,1120.300048828125,0,120,127.48999786376953,1367.7900390625,Churned,Dissatisfaction,Product dissatisfaction
0096-BXERS,Female,30,1,0,Inverness,94937,38.09932327270508,-122.94572448730469,10,6,Offer E,1,42.65999984741211,1,1,Cable,85,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,50.349998474121094,314.54998779296875,0,0,255.9600067138672,570.510009765625,Stayed,NULL,NULL
0096-FCPUF,Male,58,0,0,Santa Rosa,95404,38.526939392089844,-122.70909881591797,0,30,None,1,2.640000104904175,1,1,DSL,15,1,0,0,0,0,1,1,1,Month-to-Month,1,Mailed Check,64.5,1888.449951171875,0,0,79.19999694824219,1967.6500244140625,Stayed,NULL,NULL
0098-BOWSO,Male,26,0,0,San Jose,95131,37.387027740478516,-121.89777374267578,0,27,None,1,20.65999984741211,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,1,Bank Withdrawal,19.399999618530273,529.7999877929688,0,0,557.8200073242188,1087.6199951171875,Stayed,NULL,NULL
0100-DUVFC,Male,66,1,0,Wilmington,90744,33.782066345214844,-118.26226043701172,3,70,None,1,39.4900016784668,1,1,Fiber Optic,28,0,1,1,0,1,1,0,1,One Year,1,Bank Withdrawal,104.80000305175781,7308.9501953125,6.110000133514404,0,2764.300048828125,10067.1396484375,Stayed,NULL,NULL
0103-CSITQ,Female,20,1,0,Modesto,95357,37.67052459716797,-120.87757110595703,10,57,Offer B,1,8.010000228881836,1,1,Fiber Optic,73,0,1,1,1,1,1,1,1,One Year,1,Bank Withdrawal,109.4000015258789,6252.7001953125,0,0,456.57000732421875,6709.27001953125,Stayed,NULL,NULL
0104-PPXDV,Male,61,1,0,San Diego,92113,32.69709777832031,-117.11658477783203,10,58,None,1,18.3700008392334,0,1,DSL,18,0,0,1,0,0,0,0,1,One Year,0,Credit Card,50.29999923706055,2878.550048828125,10.229999542236328,0,1065.4599609375,3933.780029296875,Stayed,NULL,NULL
0106-GHRQR,Male,24,0,0,Rancho Palos Verdes,90275,33.75314712524414,-118.36746215820312,0,16,None,1,25.709999084472656,1,1,DSL,48,0,1,1,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,71.4000015258789,1212.0999755859375,0,0,411.3599853515625,1623.4599609375,Stayed,NULL,NULL
0106-UGRDO,Female,55,1,0,Kenwood,95452,38.419525146484375,-122.5215835571289,3,69,Offer A,1,38.52000045776367,1,1,Fiber Optic,27,1,1,1,1,1,1,1,1,Two Year,1,Bank Withdrawal,116,8182.85009765625,0,0,2657.8798828125,10840.73046875,Stayed,NULL,NULL
0107-WESLM,Male,32,0,0,West Point,95255,38.419349670410156,-120.46954345703125,0,1,Offer E,1,31.770000457763672,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,1,Bank Withdrawal,19.850000381469727,19.850000381469727,0,0,31.770000457763672,51.619998931884766,Churned,Attitude,Attitude of support person
0107-YHINA,Male,59,0,0,Los Angeles,90062,34.0035514831543,-118.30892944335938,0,1,None,1,40.709999084472656,1,1,Fiber Optic,25,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,99.75,99.75,0,0,40.709999084472656,140.4600067138672,Churned,Competitor,Competitor had better devices
0111-KLBQG,Male,71,1,1,Morongo Valley,92256,34.097862243652344,-116.59455871582031,9,32,Offer C,1,31.860000610351562,0,1,Fiber Optic,23,0,1,0,0,1,1,1,1,One Year,1,Mailed Check,93.94999694824219,2861.449951171875,0,0,1019.52001953125,3880.969970703125,Stayed,NULL,NULL
0112-QAWRZ,Male,49,1,2,Palo Verde,92266,33.32490158081055,-114.75833129882812,8,16,Offer D,1,48.709999084472656,1,1,Fiber Optic,12,0,0,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,90.80000305175781,1442.199951171875,0,0,779.3599853515625,2221.56005859375,Stayed,NULL,NULL
0112-QWPNC,Male,61,1,0,Valyermo,93563,34.39582824707031,-117.73456573486328,1,49,Offer B,1,39.54999923706055,1,1,Cable,10,1,0,1,1,1,1,1,1,One Year,0,Bank Withdrawal,84.3499984741211,4059.35009765625,0,0,1937.949951171875,5997.2998046875,Churned,Competitor,Competitor offered higher download speeds
0114-IGABW,Female,40,1,0,Cambria,93428,35.59138870239258,-121.03225708007812,2,71,Offer A,0,NULL,NULL,1,Cable,29,0,1,1,1,1,1,1,1,Two Year,0,Bank Withdrawal,58.25,4145.89990234375,0,0,0,4145.89990234375,Stayed,NULL,NULL
0114-PEGZZ,Female,39,0,0,Round Mountain,96084,40.92355728149414,-122.0599365234375,0,33,None,1,49.689998626708984,1,1,Fiber Optic,12,0,1,1,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,107.55000305175781,3645.5,0,0,1639.77001953125,5285.27001953125,Stayed,NULL,NULL
0114-RSRRW,Female,21,1,0,Klamath,95548,41.572811126708984,-124.0350112915039,9,10,Offer D,1,49.599998474121094,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Month-to-Month,1,Bank Withdrawal,19.950000762939453,187.75,0,0,496,683.75,Stayed,NULL,NULL
0115-TFERT,Male,24,1,0,Fresno,93650,36.84165573120117,-119.79711151123047,1,21,None,1,36.2599983215332,1,1,Fiber Optic,59,0,1,1,1,1,1,1,0,Month-to-Month,1,Bank Withdrawal,111.19999694824219,2317.10009765625,0,120,761.4600219726562,3198.56005859375,Churned,Attitude,Attitude of service provider
0117-LFRMW,Male,52,1,1,Angwin,94508,38.54244613647461,-122.419921875,1,37,None,0,NULL,NULL,1,DSL,23,1,1,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,40.20000076293945,1448.800048828125,0,0,0,1448.800048828125,Churned,Competitor,Competitor offered more data
0118-JPNOY,Female,71,0,0,Le Grand,95333,37.2493782043457,-120.24958038330078,0,26,None,1,33.7400016784668,0,1,Fiber Optic,7,1,0,0,0,1,0,0,1,Month-to-Month,1,Credit Card,85.80000305175781,2193.64990234375,0,0,877.239990234375,3070.889892578125,Stayed,NULL,NULL
0121-SNYRK,Male,45,0,0,Redway,95560,40.14225769042969,-123.8529281616211,0,50,Offer B,0,NULL,NULL,1,DSL,7,1,0,0,1,0,0,0,1,One Year,1,Credit Card,35.400001525878906,1748.9000244140625,0,0,0,1748.9000244140625,Stayed,NULL,NULL
0122-OAHPZ,Female,29,0,0,San Diego,92122,32.85723114013672,-117.20977020263672,0,7,None,1,28.6200008392334,1,1,Fiber Optic,26,0,0,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,73.8499984741211,511.25,13.029999732971191,0,200.33999633789062,698.5599975585938,Churned,Competitor,Competitor made better offer
0123-CRBRT,Female,62,1,0,Monterey Park,91755,34.049171447753906,-118.11502075195312,1,61,Offer B,1,47.189998626708984,1,1,DSL,28,1,1,1,1,1,1,1,1,Two Year,0,Mailed Check,88.0999984741211,5526.75,0,0,2878.590087890625,8405.33984375,Stayed,NULL,NULL
0125-LZQXK,Male,42,0,0,Big Oak Flat,95305,37.81858825683594,-120.25699615478516,0,15,Offer D,1,45.91999816894531,0,1,Fiber Optic,12,0,0,1,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,101.3499984741211,1553.949951171875,0,0,688.7999877929688,2242.75,Churned,Attitude,Attitude of service provider
0128-MKWSG,Female,51,0,2,Stevenson Ranch,91381,34.36415481567383,-118.61558532714844,0,26,None,0,NULL,NULL,1,DSL,19,1,0,0,1,0,1,1,1,Month-to-Month,0,Credit Card,45.79999923706055,1147,0,0,0,1147,Stayed,NULL,NULL
0129-KPTWJ,Male,39,1,0,North Highlands,95660,38.671295166015625,-121.38825225830078,9,72,None,1,33.220001220703125,0,1,Fiber Optic,23,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,94.6500015258789,6747.35009765625,0,0,2391.840087890625,9139.1904296875,Stayed,NULL,NULL
0129-QMPDR,Male,64,1,0,La Puente,91746,34.03898239135742,-117.99137115478516,1,44,None,1,27.399999618530273,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,One Year,1,Bank Withdrawal,20.5,865.0499877929688,0,0,1205.5999755859375,2070.64990234375,Stayed,NULL,NULL
0130-SXOUN,Male,55,0,0,Glenhaven,95443,39.04524612426758,-122.74317932128906,0,66,Offer A,1,48.779998779296875,1,1,Fiber Optic,8,0,1,0,0,0,1,1,0,Month-to-Month,0,Credit Card,89.4000015258789,5976.89990234375,36.02000045776367,40,3219.47998046875,9200.3603515625,Stayed,NULL,NULL
0133-BMFZO,Female,40,0,0,Alhambra,91803,34.074737548828125,-118.14595794677734,0,2,None,1,36.810001373291016,0,1,Fiber Optic,16,1,1,0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,86.25,181.64999389648438,0,0,73.62000274658203,255.27000427246094,Churned,Competitor,Competitor offered higher download speeds
0134-XWXCE,Female,76,0,0,Santa Monica,90403,34.03152847290039,-118.49115753173828,0,44,None,1,7.71999979019165,0,1,DSL,17,0,0,1,1,1,1,1,1,One Year,0,Bank Withdrawal,74.8499984741211,3268.050048828125,17.90999984741211,0,339.67999267578125,3589.820068359375,Stayed,NULL,NULL
0135-NMXAP,Female,57,0,0,Lodi,95240,38.12354278564453,-121.1590805053711,0,12,Offer D,1,14.380000114440918,1,1,Fiber Optic,6,0,1,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,89.75,1052.4000244140625,0,0,172.55999755859375,1224.9599609375,Churned,Attitude,Attitude of support person
